#,Title,URL,State,Labels,# of Labels,Assignees,# of Assignees,# of Comments,Closed at,Created at,Locked
247,StatBadPath does not work on Windows 7,https://github.com/ninja-build/ninja/issues/247,closed,[],0,[],0,0,2012-03-14 09:11:08,2012-03-13 11:07:59,False
244,ninja -t list doesn't work in a directory without build.ninja,https://github.com/ninja-build/ninja/issues/244,closed,"[Label(name=""bug"")]",1,[],0,2,2012-09-06 18:22:33,2012-03-12 14:20:06,False
241,Broken dependency files generated by older GCC/multi-target dep files,https://github.com/ninja-build/ninja/issues/241,closed,[],0,[],0,1,2012-07-16 13:11:58,2012-03-08 01:58:52,False
240,ninja not waiting for a dependent compile to finish before using its output artifact,https://github.com/ninja-build/ninja/issues/240,closed,[],0,[],0,3,2012-07-27 19:51:02,2012-03-05 21:00:05,False
233,Unbreak highly-parallel builds,https://github.com/ninja-build/ninja/issues/233,closed,[],0,[],0,3,2012-07-27 18:33:42,2012-03-03 01:17:44,False
232,explicit control of the build order,https://github.com/ninja-build/ninja/issues/232,open,"[Label(name=""feature"")]",1,[],0,3,,2012-03-02 11:07:39,False
226,"On Ctl-C, don't delete in-progress outputs that haven't yet been overwritten",https://github.com/ninja-build/ninja/issues/226,closed,[],0,[],0,3,2012-07-27 19:46:00,2012-02-26 13:37:34,False
206,Subprocess::OnPipeReady may use undefined value on Windows,https://github.com/ninja-build/ninja/issues/206,closed,[],0,[],0,2,2012-02-05 20:58:28,2012-01-24 16:02:15,False
205,Stop build process when interrupted,https://github.com/ninja-build/ninja/issues/205,closed,[],0,[],0,3,2012-05-04 15:49:05,2012-01-24 00:03:21,False
191,Regenerated build.ninja is not reloaded properly.,https://github.com/ninja-build/ninja/issues/191,closed,[],0,[],0,4,2012-01-05 15:53:28,2012-01-05 06:15:50,False
187,ninja errors don't have trailing newlines in some cases,https://github.com/ninja-build/ninja/issues/187,closed,[],0,[],0,3,2012-01-05 04:59:47,2012-01-05 00:05:25,False
